DeviceID,Latitude,Longitude,Timestamp,Store
DEV_0001,28.617652,77.212411,2026-09-02 11:53:00,Store_A
DEV_0001,28.61123,77.208885,2026-09-02 12:00:00,Store_A
DEV_0001,28.61922,77.210317,2026-09-02 12:01:00,Store_B
DEV_0001,28.614122,77.215273,2026-09-02 12:16:00,Store_B
DEV_0001,28.615384,77.216659,2026-09-02 12:42:00,Store_B
DEV_0001,28.613238,77.211374,2026-09-02 12:44:00,Store_B
DEV_0001,28.615884,77.205457,2026-09-02 13:03:00,Store_A
DEV_0001,28.616023,77.215822,2026-09-02 13:09:00,Store_B
DEV_0001,28.617586,77.205641,2026-09-02 13:15:00,Store_A
DEV_0001,28.61466,77.210402,2026-09-02 13:23:00,Store_A
DEV_0001,28.612959,77.216122,2026-09-02 13:31:00,Store_B
DEV_0001,28.614855,77.208354,2026-09-02 13:50:00,Store_A
DEV_0001,28.619478,77.210634,2026-09-02 14:13:00,Store_B
DEV_0001,28.613909,77.212166,2026-09-02 14:35:00,Store_B
DEV_0001,28.615658,77.216432,2026-09-02 15:05:00,Store_B
DEV_0001,28.609975,77.209969,2026-09-02 15:24:00,Store_A
DEV_0001,28.610486,77.206705,2026-09-02 15:33:00,Store_A
DEV_0001,28.617366,77.212047,2026-09-02 16:02:00,Store_A
DEV_0001,28.612856,77.206262,2026-09-02 16:29:00,Store_A
DEV_0001,28.616893,77.216898,2026-09-02 16:50:00,Store_B
DEV_0001,28.615243,77.209437,2026-09-02 17:20:00,Store_A
DEV_0001,28.617411,77.206074,2026-09-02 17:24:00,Store_A
DEV_0001,28.615839,77.206244,2026-09-03 06:10:00,Store_A
DEV_0001,28.615641,77.206629,2026-09-03 06:31:00,Store_A
DEV_0001,28.616043,77.211009,2026-09-03 07:01:00,Store_B
DEV_0001,28.610638,77.208389,2026-09-03 07:10:00,Store_A
DEV_0001,28.609928,77.211169,2026-09-03 07:31:00,Store_A
DEV_0001,28.613293,77.212535,2026-09-03 07:54:00,Store_B
DEV_0001,28.616487,77.209895,2026-09-03 08:23:00,Store_B
DEV_0001,28.614265,77.211677,2026-09-03 08:42:00,Store_A
DEV_0001,28.613338,77.205335,2026-09-03 08:54:00,Store_A
DEV_0001,28.617091,77.206681,2026-09-03 09:02:00,Store_A
DEV_0001,28.612729,77.209479,2026-09-03 09:30:00,Store_A
DEV_0001,28.619791,77.214996,2026-09-03 10:00:00,Store_B
DEV_0001,28.616817,77.21281,2026-09-03 10:26:00,Store_A
DEV_0001,28.616951,77.205198,2026-09-03 10:50:00,Store_A
DEV_0001,28.618259,77.212294,2026-09-03 11:12:00,Store_B
DEV_0001,28.612034,77.211299,2026-09-03 11:16:00,Store_A
DEV_0001,28.618977,77.215869,2026-09-03 11:24:00,Store_B
DEV_0001,28.616433,77.208682,2026-09-03 11:34:00,Store_A
DEV_0001,28.611683,77.21028,2026-09-03 11:47:00,Store_A
DEV_0001,28.614229,77.209555,2026-09-03 12:12:00,Store_B
DEV_0001,28.614809,77.213075,2026-09-03 12:34:00,Store_B
DEV_0001,28.619514,77.209923,2026-09-03 12:43:00,Store_B
DEV_0001,28.614545,77.212868,2026-09-03 12:45:00,Store_A
DEV_0001,28.614673,77.207765,2026-09-03 13:11:00,Store_A
DEV_0001,28.615491,77.216874,2026-09-03 13:15:00,Store_B
DEV_0001,28.619196,77.210521,2026-09-03 13:17:00,Store_B
DEV_0001,28.612014,77.216405,2026-09-03 13:35:00,Store_B
DEV_0001,28.612814,77.20556,2026-09-03 13:57:00,Store_A
DEV_0001,28.616985,77.214307,2026-09-03 14:01:00,Store_B
DEV_0001,28.616057,77.214335,2026-09-03 14:12:00,Store_B
DEV_0001,28.617578,77.213435,2026-09-03 14:19:00,Store_B
DEV_0001,28.617319,77.212033,2026-09-03 14:43:00,Store_B
DEV_0001,28.614824,77.207408,2026-09-03 15:01:00,Store_A
DEV_0001,28.612331,77.206681,2026-09-03 15:27:00,Store_A
DEV_0001,28.61572,77.212537,2026-09-03 15:34:00,Store_B
DEV_0001,28.61835,77.216679,2026-09-03 15:58:00,Store_B
DEV_0001,28.615171,77.20727,2026-09-03 16:20:00,Store_A
DEV_0001,28.612747,77.216616,2026-09-03 16:28:00,Store_B
DEV_0001,28.613797,77.210593,2026-09-03 16:29:00,Store_B
DEV_0001,28.611859,77.208801,2026-09-03 16:57:00,Store_A
DEV_0001,28.613543,77.212089,2026-09-04 06:19:00,Store_A
DEV_0001,28.615647,77.208072,2026-09-04 06:32:00,Store_A
DEV_0001,28.611081,77.210501,2026-09-04 07:01:00,Store_A
DEV_0001,28.616127,77.206751,2026-09-04 07:27:00,Store_A
DEV_0001,28.612402,77.210994,2026-09-04 07:55:00,Store_B
DEV_0001,28.613552,77.211411,2026-09-04 08:17:00,Store_A
DEV_0001,28.6196,77.216131,2026-09-04 08:37:00,Store_B
DEV_0001,28.618645,77.213383,2026-09-04 09:06:00,Store_B
DEV_0001,28.615849,77.208797,2026-09-04 09:15:00,Store_A
DEV_0001,28.616619,77.207218,2026-09-04 09:40:00,Store_A
DEV_0001,28.617014,77.211197,2026-09-04 09:43:00,Store_B
DEV_0001,28.613876,77.211687,2026-09-04 10:12:00,Store_B
DEV_0001,28.611007,77.20685,2026-09-04 10:35:00,Store_A
DEV_0001,28.615551,77.205514,2026-09-04 10:49:00,Store_A
DEV_0001,28.616341,77.212326,2026-09-04 10:56:00,Store_B
DEV_0001,28.615116,77.215158,2026-09-04 11:19:00,Store_B
DEV_0001,28.616754,77.211125,2026-09-04 11:32:00,Store_A
DEV_0001,28.612047,77.211814,2026-09-04 11:57:00,Store_B
DEV_0001,28.618828,77.216627,2026-09-04 12:11:00,Store_B
DEV_0001,28.613806,77.207183,2026-09-04 12:27:00,Store_A
DEV_0001,28.613011,77.210351,2026-09-04 12:53:00,Store_A
DEV_0001,28.617793,77.215724,2026-09-04 13:23:00,Store_B
DEV_0001,28.617746,77.209273,2026-09-04 13:53:00,Store_A
DEV_0001,28.616735,77.214304,2026-09-04 13:56:00,Store_B
DEV_0001,28.613086,77.212694,2026-09-04 13:58:00,Store_B
DEV_0001,28.615033,77.210693,2026-09-04 14:09:00,Store_B
DEV_0001,28.61809,77.212033,2026-09-04 14:34:00,Store_B
DEV_0001,28.614018,77.209655,2026-09-04 14:35:00,Store_B
DEV_0001,28.617899,77.2078,2026-09-04 14:56:00,Store_A
DEV_0001,28.61615,77.210214,2026-09-04 15:21:00,Store_A
DEV_0001,28.617497,77.206595,2026-09-04 15:22:00,Store_A
DEV_0001,28.611808,77.208788,2026-09-04 15:26:00,Store_A
DEV_0001,28.61362,77.20705,2026-09-04 15:38:00,Store_A
DEV_0001,28.614747,77.21271,2026-09-04 16:01:00,Store_A
DEV_0001,28.616122,77.20631,2026-09-04 16:11:00,Store_A
DEV_0001,28.614529,77.212431,2026-09-04 16:30:00,Store_A
DEV_0001,28.615173,77.21472,2026-09-04 16:33:00,Store_B
DEV_0001,28.610715,77.21118,2026-09-04 17:01:00,Store_A
DEV_0001,28.61627,77.209527,2026-09-04 17:03:00,Store_A
DEV_0001,28.616262,77.214292,2026-09-04 17:06:00,Store_B
DEV_0001,28.612101,77.21236,2026-09-05 06:16:00,Store_B
DEV_0001,28.613368,77.207898,2026-09-05 06:45:00,Store_A
DEV_0001,28.617658,77.212484,2026-09-05 07:09:00,Store_B
DEV_0001,28.616927,77.216357,2026-09-05 07:34:00,Store_B
DEV_0001,28.615719,77.215606,2026-09-05 07:53:00,Store_B
DEV_0001,28.614578,77.210964,2026-09-05 08:23:00,Store_B
DEV_0001,28.612131,77.208606,2026-09-05 08:48:00,Store_A
DEV_0001,28.616559,77.214346,2026-09-05 08:59:00,Store_B
DEV_0001,28.613854,77.2076,2026-09-05 09:15:00,Store_A
DEV_0001,28.612739,77.207067,2026-09-05 09:24:00,Store_A
DEV_0001,28.616446,77.213133,2026-09-05 09:31:00,Store_B
DEV_0001,28.611831,77.208251,2026-09-05 09:49:00,Store_A
DEV_0001,28.615425,77.210167,2026-09-05 10:05:00,Store_A
DEV_0001,28.618343,77.209744,2026-09-05 10:13:00,Store_B
DEV_0001,28.617534,77.21145,2026-09-05 10:32:00,Store_B
DEV_0001,28.615786,77.213247,2026-09-05 10:46:00,Store_B
DEV_0001,28.614814,77.21263,2026-09-05 10:56:00,Store_B
DEV_0001,28.613844,77.21477,2026-09-05 11:07:00,Store_B
DEV_0001,28.615843,77.212607,2026-09-05 11:30:00,Store_A
DEV_0001,28.611432,77.210909,2026-09-05 11:39:00,Store_A
DEV_0001,28.619844,77.215661,2026-09-05 11:49:00,Store_B
DEV_0001,28.612787,77.207418,2026-09-05 12:12:00,Store_A
DEV_0001,28.612094,77.212794,2026-09-05 12:30:00,Store_A
DEV_0001,28.617579,77.21001,2026-09-05 12:58:00,Store_B
DEV_0001,28.612821,77.209098,2026-09-05 13:08:00,Store_B
DEV_0001,28.61583,77.211726,2026-09-05 13:10:00,Store_B
DEV_0001,28.619529,77.212822,2026-09-05 13:37:00,Store_B
DEV_0001,28.613106,77.205593,2026-09-05 13:58:00,Store_A
DEV_0001,28.611114,77.211489,2026-09-05 14:08:00,Store_A
DEV_0001,28.617851,77.205948,2026-09-05 14:33:00,Store_A
DEV_0001,28.616851,77.215326,2026-09-05 14:41:00,Store_B
DEV_0001,28.615604,77.212542,2026-09-05 15:09:00,Store_B
DEV_0001,28.614443,77.213968,2026-09-05 15:29:00,Store_B
DEV_0001,28.617481,77.206662,2026-09-05 15:36:00,Store_A
DEV_0001,28.617283,77.210256,2026-09-05 15:42:00,Store_B
DEV_0001,28.611152,77.208268,2026-09-05 16:05:00,Store_A
DEV_0001,28.61433,77.210852,2026-09-05 16:28:00,Store_B
DEV_0001,28.617624,77.212632,2026-09-05 16:50:00,Store_B
DEV_0001,28.617291,77.211303,2026-09-05 17:11:00,Store_A
DEV_0001,28.613301,77.209356,2026-09-05 17:32:00,Store_A
DEV_0001,28.617167,77.211613,2026-09-06 06:03:00,Store_A
DEV_0001,28.611227,77.207461,2026-09-06 06:27:00,Store_A
DEV_0001,28.615513,77.21275,2026-09-06 06:37:00,Store_B
DEV_0001,28.619541,77.213004,2026-09-06 06:53:00,Store_B
DEV_0001,28.612644,77.209319,2026-09-06 07:07:00,Store_B
DEV_0001,28.61683,77.209207,2026-09-06 07:15:00,Store_B
DEV_0001,28.617897,77.210378,2026-09-06 07:24:00,Store_A
DEV_0001,28.616005,77.206402,2026-09-06 07:41:00,Store_A
DEV_0001,28.619329,77.210452,2026-09-06 08:00:00,Store_B
DEV_0001,28.617078,77.212934,2026-09-06 08:03:00,Store_B
DEV_0001,28.614784,77.211666,2026-09-06 08:25:00,Store_B
DEV_0001,28.616762,77.207638,2026-09-06 08:48:00,Store_A
DEV_0001,28.614306,77.216562,2026-09-06 09:15:00,Store_B
DEV_0001,28.613539,77.207516,2026-09-06 09:26:00,Store_A
DEV_0001,28.617661,77.208233,2026-09-06 09:43:00,Store_A
DEV_0001,28.615161,77.209341,2026-09-06 09:57:00,Store_A
DEV_0001,28.611401,77.207894,2026-09-06 10:22:00,Store_A
DEV_0001,28.617003,77.21508,2026-09-06 10:29:00,Store_B
DEV_0001,28.616394,77.216421,2026-09-06 10:44:00,Store_B
DEV_0001,28.612971,77.216785,2026-09-06 11:04:00,Store_B
DEV_0001,28.615578,77.207486,2026-09-06 11:05:00,Store_A
DEV_0001,28.612746,77.216938,2026-09-06 11:35:00,Store_B
DEV_0001,28.613592,77.20594,2026-09-06 12:02:00,Store_A
DEV_0001,28.613887,77.210733,2026-09-06 12:19:00,Store_A
DEV_0001,28.615324,77.21286,2026-09-06 12:35:00,Store_B
DEV_0001,28.613554,77.206157,2026-09-06 12:42:00,Store_A
DEV_0001,28.616812,77.20721,2026-09-06 13:08:00,Store_A
DEV_0001,28.614719,77.215302,2026-09-06 13:17:00,Store_B
DEV_0001,28.612163,77.207388,2026-09-06 13:36:00,Store_A
DEV_0001,28.618922,77.212572,2026-09-06 13:52:00,Store_B
DEV_0001,28.61466,77.215103,2026-09-06 14:05:00,Store_B
DEV_0001,28.619463,77.215957,2026-09-06 14:28:00,Store_B
DEV_0001,28.614474,77.206868,2026-09-06 14:53:00,Store_A
DEV_0001,28.612349,77.214958,2026-09-06 15:16:00,Store_B
DEV_0001,28.615089,77.21431,2026-09-06 15:43:00,Store_B
DEV_0001,28.613863,77.205296,2026-09-06 16:00:00,Store_A
DEV_0001,28.618958,77.215994,2026-09-06 16:15:00,Store_B
DEV_0001,28.614108,77.208655,2026-09-06 16:39:00,Store_A
DEV_0001,28.61318,77.210238,2026-09-06 16:44:00,Store_A
DEV_0001,28.613656,77.212754,2026-09-06 16:55:00,Store_A
DEV_0001,28.617199,77.215814,2026-09-07 06:28:00,Store_B
DEV_0001,28.619633,77.214014,2026-09-07 06:57:00,Store_B
DEV_0001,28.618979,77.209287,2026-09-07 07:00:00,Store_B
DEV_0001,28.614949,77.212367,2026-09-07 07:08:00,Store_A
DEV_0001,28.613372,77.205788,2026-09-07 07:29:00,Store_A
DEV_0001,28.613449,77.210552,2026-09-07 07:58:00,Store_A
DEV_0001,28.610268,77.211369,2026-09-07 08:08:00,Store_A
DEV_0001,28.614999,77.210165,2026-09-07 08:25:00,Store_B
DEV_0001,28.616527,77.21534,2026-09-07 08:31:00,Store_B
DEV_0001,28.610532,77.211967,2026-09-07 08:51:00,Store_A
DEV_0001,28.613881,77.209665,2026-09-07 08:59:00,Store_A
DEV_0001,28.617103,77.212677,2026-09-07 09:21:00,Store_B
DEV_0001,28.617091,77.208722,2026-09-07 09:31:00,Store_A
DEV_0001,28.610491,77.212562,2026-09-07 09:50:00,Store_A
DEV_0001,28.617112,77.212394,2026-09-07 09:59:00,Store_B
DEV_0001,28.618762,77.210594,2026-09-07 10:12:00,Store_B
DEV_0001,28.612853,77.212051,2026-09-07 10:24:00,Store_B
DEV_0001,28.619942,77.211362,2026-09-07 10:51:00,Store_B
DEV_0001,28.614196,77.213527,2026-09-07 11:13:00,Store_B
DEV_0001,28.617185,77.210961,2026-09-07 11:40:00,Store_A
DEV_0001,28.618206,77.210841,2026-09-07 12:06:00,Store_B
DEV_0001,28.613752,77.210521,2026-09-07 12:15:00,Store_B
DEV_0001,28.614926,77.212227,2026-09-07 12:36:00,Store_A
DEV_0001,28.612371,77.208527,2026-09-07 12:55:00,Store_A
DEV_0001,28.617859,77.209721,2026-09-07 13:05:00,Store_B
DEV_0001,28.61798,77.210405,2026-09-07 13:10:00,Store_B
DEV_0001,28.616247,77.216308,2026-09-07 13:37:00,Store_B
DEV_0001,28.611956,77.211598,2026-09-07 13:53:00,Store_A
DEV_0001,28.617972,77.21171,2026-09-07 13:57:00,Store_B
DEV_0001,28.619703,77.210126,2026-09-07 14:05:00,Store_B
DEV_0001,28.619738,77.215437,2026-09-07 14:17:00,Store_B
DEV_0001,28.616225,77.205111,2026-09-07 14:35:00,Store_A
DEV_0001,28.613538,77.210383,2026-09-07 14:57:00,Store_A
DEV_0001,28.616676,77.215579,2026-09-07 15:09:00,Store_B
DEV_0001,28.615299,77.208772,2026-09-07 15:29:00,Store_A
DEV_0001,28.619322,77.210771,2026-09-07 15:32:00,Store_B
DEV_0001,28.619275,77.211418,2026-09-07 15:46:00,Store_B
DEV_0001,28.611018,77.21257,2026-09-07 15:56:00,Store_A
DEV_0001,28.612929,77.210878,2026-09-07 16:14:00,Store_B
DEV_0001,28.613009,77.207968,2026-09-07 16:38:00,Store_A
DEV_0002,28.616699,77.214813,2026-09-01 06:29:00,Store_B
DEV_0002,28.617239,77.21567,2026-09-01 06:49:00,Store_B
DEV_0002,28.619512,77.211238,2026-09-01 07:12:00,Store_B
DEV_0002,28.613738,77.212558,2026-09-01 07:20:00,Store_B
DEV_0002,28.612795,77.214485,2026-09-01 07:38:00,Store_B
DEV_0002,28.612484,77.211207,2026-09-01 07:42:00,Store_B
DEV_0002,28.612733,77.210697,2026-09-01 08:03:00,Store_B
DEV_0002,28.610305,77.207668,2026-09-01 08:08:00,Store_A
DEV_0002,28.610449,77.211121,2026-09-01 08:15:00,Store_A
DEV_0002,28.616404,77.206864,2026-09-01 08:40:00,Store_A
DEV_0002,28.616209,77.209768,2026-09-01 08:49:00,Store_A
DEV_0002,28.6178,77.209322,2026-09-01 09:15:00,Store_A
DEV_0002,28.610779,77.211932,2026-09-01 09:20:00,Store_A
DEV_0002,28.612766,77.211307,2026-09-01 09:39:00,Store_A
DEV_0002,28.612126,77.211123,2026-09-01 09:44:00,Store_B
DEV_0002,28.616209,77.214965,2026-09-01 10:00:00,Store_B
DEV_0002,28.618224,77.213106,2026-09-01 10:04:00,Store_B
DEV_0002,28.616031,77.216563,2026-09-01 10:06:00,Store_B
DEV_0002,28.615664,77.216712,2026-09-01 10:08:00,Store_B
DEV_0002,28.618778,77.21241,2026-09-01 10:12:00,Store_B
DEV_0002,28.617699,77.212548,2026-09-01 10:41:00,Store_B
DEV_0002,28.612477,77.206187,2026-09-01 10:46:00,Store_A
DEV_0002,28.616995,77.213683,2026-09-01 11:09:00,Store_B
DEV_0002,28.615047,77.213779,2026-09-01 11:19:00,Store_B
DEV_0002,28.616044,77.212442,2026-09-01 11:45:00,Store_B
DEV_0002,28.616722,77.210207,2026-09-01 12:10:00,Store_A
DEV_0002,28.613341,77.212105,2026-09-01 12:24:00,Store_A
DEV_0002,28.618619,77.21219,2026-09-01 12:48:00,Store_B
DEV_0002,28.6124,77.2075,2026-09-01 12:57:00,Store_A
DEV_0002,28.619629,77.214495,2026-09-01 13:13:00,Store_B
DEV_0002,28.61063,77.205683,2026-09-01 13:27:00,Store_A
DEV_0002,28.615857,77.207981,2026-09-01 13:32:00,Store_A
DEV_0002,28.614592,77.209493,2026-09-01 13:43:00,Store_A
DEV_0002,28.613186,77.211989,2026-09-01 14:08:00,Store_A
DEV_0002,28.618945,77.214768,2026-09-01 14:18:00,Store_B
DEV_0002,28.614813,77.213623,2026-09-01 14:25:00,Store_B
DEV_0002,28.615154,77.206794,2026-09-01 14:29:00,Store_A
DEV_0002,28.618763,77.21194,2026-09-01 14:54:00,Store_B
DEV_0002,28.616593,77.215458,2026-09-01 15:22:00,Store_B
DEV_0002,28.614772,77.210263,2026-09-01 15:45:00,Store_A
DEV_0002,28.612232,77.211186,2026-09-02 06:25:00,Store_B
DEV_0002,28.619372,77.211808,2026-09-02 06:31:00,Store_B
DEV_0002,28.614431,77.208206,2026-09-02 06:36:00,Store_A
DEV_0002,28.610634,77.209244,2026-09-02 06:49:00,Store_A
DEV_0002,28.615629,77.210259,2026-09-02 06:59:00,Store_B
DEV_0002,28.618215,77.213541,2026-09-02 07:02:00,Store_B
DEV_0002,28.611145,77.211035,2026-09-02 07:04:00,Store_A
DEV_0002,28.612077,77.210296,2026-09-02 07:20:00,Store_A
DEV_0002,28.615313,77.210725,2026-09-02 07:37:00,Store_B
DEV_0002,28.612661,77.205887,2026-09-02 07:59:00,Store_A
DEV_0002,28.616215,77.211467,2026-09-02 08:07:00,Store_B
DEV_0002,28.619876,77.209438,2026-09-02 08:14:00,Store_B
DEV_0002,28.619563,77.215139,2026-09-02 08:39:00,Store_B
DEV_0002,28.614316,77.20996,2026-09-02 08:55:00,Store_B
DEV_0002,28.613406,77.212042,2026-09-02 09:18:00,Store_B
DEV_0002,28.613902,77.211667,2026-09-02 09:44:00,Store_A
DEV_0002,28.612577,77.215894,2026-09-02 09:46:00,Store_B
DEV_0002,28.61215,77.216369,2026-09-02 10:14:00,Store_B
DEV_0002,28.616606,77.213587,2026-09-02 10:37:00,Store_B
DEV_0002,28.614316,77.21224,2026-09-02 10:48:00,Store_B
DEV_0002,28.616311,77.209945,2026-09-02 11:15:00,Store_A
DEV_0002,28.612705,77.215756,2026-09-02 11:23:00,Store_B
DEV_0002,28.616711,77.213192,2026-09-02 11:36:00,Store_B
DEV_0002,28.617966,77.210773,2026-09-02 12:01:00,Store_B
DEV_0002,28.610511,77.210066,2026-09-02 12:18:00,Store_A
DEV_0002,28.617147,77.207795,2026-09-02 12:42:00,Store_A
DEV_0002,28.61179,77.206172,2026-09-02 12:49:00,Store_A
DEV_0002,28.614719,77.211082,2026-09-02 13:10:00,Store_A
DEV_0002,28.611317,77.211183,2026-09-02 13:26:00,Store_A
DEV_0002,28.618036,77.215079,2026-09-02 13:41:00,Store_B
DEV_0002,28.618914,77.214018,2026-09-02 13:46:00,Store_B
DEV_0002,28.612546,77.212538,2026-09-02 13:56:00,Store_B
DEV_0002,28.616731,77.211816,2026-09-02 13:59:00,Store_B
DEV_0002,28.615694,77.209301,2026-09-02 14:11:00,Store_B
DEV_0002,28.612614,77.215914,2026-09-02 14:39:00,Store_B
DEV_0002,28.61482,77.209057,2026-09-02 14:54:00,Store_A
DEV_0002,28.613498,77.211479,2026-09-02 15:15:00,Store_A
DEV_0002,28.612472,77.208805,2026-09-02 15:20:00,Store_A
DEV_0002,28.613504,77.211488,2026-09-02 15:47:00,Store_A
DEV_0002,28.619859,77.209675,2026-09-02 16:08:00,Store_B
DEV_0002,28.610213,77.210661,2026-09-03 06:15:00,Store_A
DEV_0002,28.612811,77.212343,2026-09-03 06:28:00,Store_A
DEV_0002,28.618196,77.214431,2026-09-03 06:30:00,Store_B
DEV_0002,28.612527,77.209756,2026-09-03 06:52:00,Store_B
DEV_0002,28.614273,77.21479,2026-09-03 07:14:00,Store_B
DEV_0002,28.612567,77.209662,2026-09-03 07:19:00,Store_A
DEV_0002,28.614482,77.214248,2026-09-03 07:41:00,Store_B
DEV_0002,28.613032,77.214671,2026-09-03 07:44:00,Store_B
DEV_0002,28.616471,77.214148,2026-09-03 07:55:00,Store_B
DEV_0002,28.615261,77.211632,2026-09-03 08:19:00,Store_A
DEV_0002,28.615068,77.208387,2026-09-03 08:31:00,Store_A
DEV_0002,28.612801,77.206442,2026-09-03 08:38:00,Store_A
DEV_0002,28.619581,77.21289,2026-09-03 08:46:00,Store_B
DEV_0002,28.61114,77.207366,2026-09-03 09:12:00,Store_A
DEV_0002,28.613962,77.209318,2026-09-03 09:36:00,Store_A
DEV_0002,28.615195,77.212011,2026-09-03 09:56:00,Store_A
DEV_0002,28.614678,77.206234,2026-09-03 10:02:00,Store_A
DEV_0002,28.615669,77.20535,2026-09-03 10:14:00,Store_A
DEV_0002,28.617657,77.209885,2026-09-03 10:39:00,Store_A
DEV_0002,28.613872,77.210913,2026-09-03 11:05:00,Store_B
DEV_0002,28.619232,77.210552,2026-09-03 11:27:00,Store_B
DEV_0002,28.615693,77.211254,2026-09-03 11:40:00,Store_B
DEV_0002,28.61973,77.215535,2026-09-03 12:06:00,Store_B
DEV_0002,28.616884,77.205417,2026-09-03 12:22:00,Store_A
DEV_0002,28.616436,77.209821,2026-09-03 12:50:00,Store_B
DEV_0002,28.612181,77.211105,2026-09-03 12:59:00,Store_A
DEV_0002,28.619242,77.210179,2026-09-03 13:13:00,Store_B
DEV_0002,28.617471,77.206776,2026-09-03 13:28:00,Store_A
DEV_0002,28.619444,77.212319,2026-09-03 13:41:00,Store_B
DEV_0002,28.613886,77.216956,2026-09-03 13:53:00,Store_B
DEV_0002,28.610126,77.212447,2026-09-03 14:20:00,Store_A
DEV_0002,28.618331,77.210101,2026-09-03 14:30:00,Store_B
DEV_0002,28.617569,77.21011,2026-09-03 14:53:00,Store_B
DEV_0002,28.615589,77.209042,2026-09-03 14:56:00,Store_B
DEV_0002,28.611947,77.21168,2026-09-03 15:14:00,Store_A
DEV_0002,28.612889,77.211305,2026-09-03 15:24:00,Store_B
DEV_0002,28.610282,77.208359,2026-09-03 15:50:00,Store_A
DEV_0002,28.612502,77.215694,2026-09-03 16:06:00,Store_B
